nori,vegetable,,FALSE,
wakame,vegetable,,FALSE,
kombu,vegetable,,FALSE,
dulse,vegetable,,FALSE,
sea lettuce,vegetable,,FALSE,
russet potatoes,vegetable,,FALSE,
yukon gold potatoes,vegetable,,FALSE,
red potatoes,vegetable,https://i.ibb.co/Qnx9BjX/potatoes-43242-1280.jpg,FALSE,
sweet corn,vegetable,https://i.ibb.co/HtJJt4Z/vegetable-2489368-1280.png,FALSE,
daikon radish,vegetable,,FALSE,
malabar spinach,vegetable,,FALSE,
tindora,vegetable,,FALSE,
yardlong beans,vegetable,,FALSE,
snake gourd,vegetable,,FALSE,
fiddlehead ferns,vegetable,,FALSE,
celeriac,vegetable,,FALSE,
cucumbers,vegetable,,FALSE,
artichokes,vegetable,https://i.ibb.co/StVX9dz/artichoke-1347916-1280.jpg,FALSE,
avocados,vegetable,https://i.ibb.co/y8KRZGy/avocado-1287100-1280.jpg,FALSE,
white button mushroom,vegetable,,FALSE,
cremini mushroom,vegetable,,FALSE,
portobello mushroom,vegetable,,FALSE,
pearl oyster mushroom,vegetable,,FALSE,
golden oyster mushroom,vegetable,,FALSE,
pink oyster mushroom,vegetable,,FALSE,
king oyster mushroom,vegetable,,FALSE,
shiitake mushroom,vegetable,,FALSE,
enoki mushroom,vegetable,,FALSE,
maitake mushroom,vegetable,,FALSE,
chanterelle mushroom,vegetable,,FALSE,
black trumpet mushroom,vegetable,,FALSE,
morel mushroom,vegetable,,FALSE,
porcini mushroom,vegetable,,FALSE,
black truffle,vegetable,,FALSE,
white truffle,vegetable,,FALSE,
giant puffball mushroom,vegetable,,FALSE,
lions mane mushroom,vegetable,,FALSE,
beech mushroom,vegetable,,FALSE,
wood ear mushroom,vegetable,,FALSE,
nameko mushroom,vegetable,,FALSE,
chestnut mushroom,vegetable,,FALSE,
cauliflower mushroom,vegetable,,FALSE,
milk,dairy/eggs,,TRUE,
2% milk,dairy/eggs,,FALSE,150
whole milk,dairy/eggs,,FALSE,150
brown sugar,baking,,FALSE,
granulated sugar,baking,,FALSE,
powdered sugar,baking,,FALSE,
flour,baking,,TRUE,
bread flour,baking,,FALSE,156
all purpose flour,baking,,FALSE,156
enriched flour,baking,,FALSE,156
whole wheat flour,baking,,FALSE,156
